text,polarity,subjectivity,Sentiment,Sentiment_label
avid chipmunk fan since late s early s movie come must see seeing go right buy movie great love animate action bring music great yes buy soundtrack CD recommend video everyone watch enjoy,0.32619047619047614,0.5706349206349207,Positive,1.0
definitely touch movie great expression Charles Darwins personal struggle movie not struggle get book origin Species publish also relationship old daughter daughter start person family approve view something well pay een timesbr br not evolutionary propaganda film matter fact think manage stay neutral hard thing opinion course not condone way character treat church quite opposite actually need use big word shed light film like deist atheist alike go away theism movie talk evolution that s itbr br Paul Bettany Charles Darwin incredible course may think Darwin old man funny beard movie center around man late s early s Jennifer Connelly Emma Darwin great always actor impress Martha West Annie Darwin Darwins daughter definitely good child actor decade story Darwin daughter beautifully actedbr br except jump time momentarily confuse production film pretty flawless scene Darwin observe nature marvelous almost like take high production National geographic documentarybr br must admit though I m not quite sure choose creation title doubt irony movie respectful well I m sure there s meaning do not let scare away br br give movie truly great tribute Charles Darwin please give chance,0.3303086419753086,0.5744238683127572,Positive,1.0
strange role Eddie Murphy take height career lot Eddie Murphy character play truly decent person rest cast good particularly lovely Charlotte Lewis character beauty serenity hold tone film get much murphy,0.30333333333333334,0.47333333333333344,Positive,1.0
Along Cops Goat one Keatons two funniest short make one good short ever make decent plot short form perfect line hang great gag Keaton mistaken escape convict mistake happen classic must elude authority Best gag bread line elevator,0.42592592592592593,0.487037037037037,Positive,1.0
touch love story reminiscent Mood Love draw heavily chinese poetry use eastern people communicate feeling story focus schoolteacher want much model teacher well good husband father senior student attract story unfold see emotion surface year marriage grapple moral dilemma face beautiful move story,0.34375,0.46875,Positive,1.0
say grown watch Hum Saath Saath Hain Hum Aapke Hain Koun Maine Pyar Kiya Soraj always different Movies part live evolutionary time Soraj create something that s hard find Love joint family love great Vivah journey couple get arrange marriage turn arrange love marriage Shahid do fine work Anupamji always brilliant Amrita Rao quit different even though feel someway do not suit role we ve see Ishk Vishk Ab ke baras main ho Na quit different role be not excellent Main ho Na ishk vishk may could ve put little role anyways great go work Barjatya movie rejuvenate value forget Sweet film year great music lyric not sure remake anyways brilliant story original Sorajs movie brilliant way always expect something different great work cast crew everybody lovely family film enjoy parent sibling friend love one give,0.33686417748917746,0.6677579365079366,Positive,1.0
watch movie almost every night HBO opinion could successful theater provide advertisement lead top scale thoroughly impressed actress play Nanny outstanding actress course favorite actor Terrance Howard understate actor deserve much credit receive Ebony magazine nice article give due proper Lakawanna Blue give understanding story parent use tell we similar town Philadelphia PA fun junt joint also like say Mos Def incredible actor find call I ve see several movie play variety role thug doctor stuff overall please put Lakawanna Blues video rental,0.3416666666666667,0.5066666666666667,Positive,1.0
surprise much enjoy film think funny sexy painful warm Andie MacDowells performance nuance vulnerable director MacDowell film not make beauty another character film romance Kate young man lovely watch play well relationship friend thorn balm life Imelda Stalinson MVP many british film great job tragedy think film save end brilliant act clean direction witty writingthe film quality excellent music good though unavailable sound track,0.3715686274509804,0.6823529411764706,Positive,1.0
quite production director tell story Qin Emperors ambitious plan unite kingdom China great character set costume scene however not blow away film term actor ability good enjoy Marquis look although mass troop extremely impressive real man lot extrasbr br see Li Gong movie always great good period piece think not one judge true historical accuracy good film find hour not problembr br rating,0.5363636363636364,0.5909090909090909,Positive,1.0
low budget project Film success story interesting actor convince Eva Longoria star tv Show Dragnet sexier ever location ideal ganster plot director show talent take many role project course low budget film could use well editing transition special effect gun scene music keep script move although film share problem continuity must say would rent director next movie film student could learn thing director commentary,0.3196428571428572,0.39642857142857135,Positive,1.0
ya think you ve see every Mafia movie ever make Heres one nobody every hear lowbudget quickie Bmovie shoot swamp Jersey us mobmovie fan little bit everything sex violence curse wise guy act like gafone violence dominate movie find laugh familiar scene I ve since see Sopranos Goodfellas Look version badabe Girls begin movie br br favorite mobster stereotype feature realism fugettaboutit Joe Pesci superb portray classic wiseguy character like see many time year probably first shoot gem Pesci fan run video store check flick look carefully since go different name copy call Family Enforcer know Death Collector whatever name goes call winner,0.31856060606060604,0.6,Positive,1.0
love movie respect midget dress like tiny Martians Sure story may thin time can not take away way do use watch kid movie besides great quote ever Blanzees Home Range rendition awesome br br well do ask,0.39999999999999997,0.7648148148148147,Positive,1.0
arm Man one Shaws funniest play handle correctly production good enough job Helena BonhamCarter prefilm stardom Raina daughter military family peacock fianc Patrick Ryecart shelter soldier enemy Pip Torrens raid townbr br full colour energy production rip along good pace BonhamCarter Patsy Kensit maid outshone bit rest cast still hold ground Kika Markham Dinsdale Landen parent delightful whole play generally happy onebr br highly recommend,0.4233333333333334,0.5877777777777777,Positive,1.0
Eichard Gere Diane Lane back another romantic love story excellent teambut somehow film not among good br br director George Wolfe use screenplay Ann Peacock John Romanao Nicholas Sparks novel capable job yet another tale stranger meet fall lovethen go waythen meet start life togetherbr br SPOILER not really Tragedy happen one diesbr br many time see alreadybr br never see tearjerker like hopefully like story every clich isbr br reason rating give fine act excellent production cast besides star include Christopher Meloni Viola Davis Scott Glenn give real good performance good material givenbr br good not do storm sequence sex scene well do no nudity next no foul languagebr br Ratings point IMDb,0.47261904761904766,0.5285714285714286,Positive,1.0
oh GOD truly say Maya Angelou one world intrigue important people especially culture incredibly inspiring story story great woman first pick movie thought cast wonderfully put together let see action Maya Angelou already favorite PoetEss one favorite actress speaker believe great time movie edge seat reach Kleenex time remind no matter come decide go great great Ester Rolle play wonderful support role awesomeand even know Caged Bird Sings,0.573076923076923,0.8025641025641026,Positive,1.0
interesting big twist be not big shock maybe hope date get mind work really got think world without vegetation livestock make appreciate world live lot Charlton Heston good job support character realistic film surprising lack direction time lot setting background need explanation still surprisingly good intelligent movie main fault could find do not want film end would like see happen nextbr br,0.3699724517906336,0.42424242424242425,Positive,1.0
think take lot gut come forward like unfortunate celebrity suffer help people case remarkable mental health field five year think great mental illness not terrible word anymore believe helped always think great always glad write book movie make remarkable lady hope continue act lot face would really love see work child especially child actor ordeal not happen think would wonderful mentor young people movie move touch suffering TBI bring onset disorder ptsd good know someone courage enough display life believe help nation people general realize other like help thank Ms Duke Anna ever prefer,0.33088235294117646,0.6691176470588235,Positive,1.0
never see original version Judy Garland no mean comparison also year find tale neither grip romance captivate movie tell story two lover whose musical career head opposite direction John Norman Howard wear disillusioned rock star decline embark upon romance fresh talented new singing sensation Esther Hoffman dramatic success serve emphasize declinebr br lead actor Kris Kristofferson Barbra Streisand adequate role neither chemistry plot leave much mark film noteworthy one aspect streisand beautiful rendition Oscar win song Evergreen truly powerful magnificent voice,0.3345075757575758,0.5216919191919193,Positive,0.0
crewversusmonsta do hundred time sometimes well one pretty slowmove monster resurrection really worthwhile Attempts character development get botch routine yeah routine word go straight video France no wonder,0.31666666666666665,0.6333333333333333,Positive,0.0
Stewart distinguish bachelor successful executive marry fiance Janice Rule instead get involve capricious sensual art dealer Kim Novak turn Greenwich Village witch Novak desire earnestly intensely love unable feel itbr br Stewart slowly fall love look way free witchspell Novak resent wellintentione concern siamese cat Pyewacket Still Stewart continue attempt change love feel woman aspire marry herbr br also block way talented support actor Novaks brother Jack Lemmon silly charming sorcerer walk nonchalantly wall terrible author write book witchcraft Head Association Manhattan Witches none incredible Hermione Gingoldbr br Novaks Aunt Queenie Elsa Lanchester unlike relative tender witch accept nothing prevent course true love aids stimulate turn novak woman Stewarts dream happy endingbr br like see lightweight comedy magic fantasy love beautiful cinematography stunning use color exceptional cast do not miss enjoyable amusing movie,0.3659420289855072,0.7641304347826087,Positive,1.0
cast like know acting would amazing still cautious always sequel would sustain feel first film could possibly replicate tension thrill masterful heist Oceans well never know do not try least not way expect instead make light truly funny parody heist genre want grip logical heist do not watch want good laugh witty dialogue quirky character absolutely genius scene Julia Roberts impersonate you ll love Oceans,0.31,0.6522222222222223,Positive,1.0
air Columbo return new madeforTV mystery not good original series well show do later sbr br Murder Hazardous Health use guess think true crime show situation murder murder commit successful egomaniacal true crime show host George Hamilton nice bit cast chainsmoke nemesis lose job play Peter Haskell attempt blackmail Hamilton discover porno video Hamilton make underage actress salad day Hamilton use Haskells cigarette deliver death blow via poison give alibi wellbr br Columbo bring find happen know rest highly entertaining,0.3311363636363637,0.6654545454545455,Positive,1.0
tatty dram adaptation scramble soulessly plot Dickens wonderful book replace emotional impact hurry transition exterior location drawing not fault actor production team budget low course question point make first place there s neither time money justice Michael Horderns Scrooge far gentle outset make transformation lack power be not help along lack reaction watch vision actor range acceptable Clive Merrison Paul Copley noncommittal Bernard Lee seem like they re forget line John Le Mesurier do not even score point effort honest,0.3071428571428571,0.7119047619047619,Positive,0.0
see movie true magic feeling Walt Disney movie came realize long time ago see real magic moviebr br combination right music speeche magical effect bring Disney feel body special thing see notknowing effect movie start disney logo transform Cinderella castle end oldstory tell fairytale grandparentsbr br magic return rate movie,0.3991071428571428,0.7696428571428571,Positive,1.0
think great Chiller pick series show generation film making come long way especially special effect one able watch archive show never know exist certainly able see progress compare monster neither lame spectacular entertaining take creativity type story line come generation seem horror series particular series not horrify Friday th Series adult orient Freddys Nightmaresit something entire family could watch still get laugh fright time happy Chiller Channel show lineup catch episode miss grow,0.34084249084249085,0.6237179487179488,Positive,1.0
go see Antone Fisher not know expect pleasantly surprised acting job Derek Luke outstanding story line excellent course Denzel Washington usual fine job act well direct make realize people mental problem help movie perfect example do not miss one,0.3074074074074074,0.5694444444444444,Positive,1.0
guess write something although think one summary say I m not huge Ted Danson fan nothing man have not do cover side swifts novel never cover tell cast wonderful time film,0.39999999999999997,0.95,Positive,1.0
colorful westernbr br Wyoming cowboy James Stewart mosey Yukon Territory dig gold sell steer try get date pretty saloonowner Ruth Roman shake tail crook sheriff John McIntire want Stewarts cattle beautiful cinematography collaborative effort William Fritzsche Bill Daniels Good Technicolor adventure UniversalInternational direct Anthony Mannbr br also star Corinne Calvet Connie Gilchrist Walter Brennan Stewarts sidekick,0.43999999999999995,0.6799999999999999,Positive,1.0
no one argue good movie ever perfect definition movie collective hypnosis beyond time no movie give perfectly impression carry inside even see first timebr br image stay forever,0.7375,0.7333333333333334,Positive,1.0
night Twisters good film good cast include Devon Sawa Amos Crawley John Schneider Lori Hallier Laura Bertram David Ferry Helen Hughes Jhene Erwin Alex Lastewka Thomas Lastewka Megan Kitchen Graham McPherson act actor good special effect thrill really good surprising movie film good music good film quite interesting movie really keep go end good thrilling film like Devon Sawa Amos Crawley John Schneider Lori Hallier Laura Bertram David Ferry Helen Hughes Jhene Erwin rest cast film Action Mystery Thrillers Dramas interesting film strongly recommend see film today,0.5293650793650794,0.5536507936507937,Positive,1.0
kind film become old hat have not whole thing syrupy nostalgia turn upon kind feedback loopbr br sure sound like good idea great ensemble cast good gag human drama could havemight unfortunately no central event bind together like Big Chill one seminal movie spawn copycat film like one end want see one two particular people instead get short take everyone superficiality create not annoying madden belowaverage script do not help,0.3244444444444445,0.5081481481481481,Positive,0.0
ascension actually step term original movie story special effect Jason Scott Lee good vampire hunter look count remember movie Dragon Bruce Lee Story Jason London funny Luke kid help woman love far steal Draculas body slab Diane Neal good woman steal Draculas body order find cure die boyfriend Stephen Billington great Dracula give well performance Gerard Butler count original film Roy Scheider round rest cast movie decent job mentor Jason Scott Lees character second sequel trilogy good start air whether last film close series good note,0.34523809523809523,0.5659226190476191,Positive,0.0
kind film snowy Sunday afternoon rest world go ahead business descend big armchair mellow couple hour wonderful performance Cher Nicolas Cage always gently row plot along no rapid cross no dangerous water warm witty paddle New York life good family film every sense one deserve praise receive,0.4036363636363636,0.6354545454545454,Positive,1.0
enjoy programme immensely exceptionally well write finely judge performance clever visualsbr br also frank honest refreshing compare sanitise representation drug use film televisionbr br unmissable one fine television show recent year triumph scale Channel br br,0.3958333333333333,0.6854166666666667,Positive,1.0
back little film call make LOVE shock audience frank open depiction romantic love story happen two menbr br wait year good oldfashioned romance two man latter DAYS morebr br yes soapy melodramatic clichridden quite corny make wonderful nothing like good romantic movie movie romantic good sense wordbr br issue religion sorry folk thing happen happen gay people even not Mormon church reject gay member Gay people every religion face harsh judgment rejectionbr br love movie perfect blend fantasyromance ground reality daytoday live character could give ten star would good love story never go style great love story like latter day unforgettablebr br time,0.318476430976431,0.5407407407407407,Positive,1.0
hi look soundtrack song film anyone know sung title song think call welcome home come homebr br play throughout film end credit please anyone help either artist andor title song thanks mike movie buff let see know stuffbr br hi look soundtrack song film anyone know sung title song think call welcome home come homebr br play throughout film end credit please anyone help either artist andor title song thanks mike movie buff let see know stuff,0.5,0.55,Positive,1.0
okay preview film tell rebellious young girl go live grandmother summer order straighten actually not case young rebellious year old girl reveal secret mother believe she s tell truth notbr br honest really enjoy concept movie really good plot really good theme lovehate relationship mother daughter not however enjoy watch Lindsay Lohans act reality movie would great someone else perhaps well actress character Rachel Lohan sexually aggressive person sort remind we real Lindsay take away lot filmbr br however think put Lindsay aside enjoy film end pretty great sad,0.30454545454545456,0.5807017543859648,Positive,0.0
first ever debut film rivet chilling moment good horror film fashion pit stomach tighten every moment film end superb maker Blaire Witch obviously watch film end be not end begin end great movie piece japan great far scare factor perfect score make think scared mind,0.46111111111111114,0.7592592592592593,Positive,1.0
absolutely love movie great realistic look combat footage one thing touch genuine story also calm understate manner lead character Franta make likable human relationship story seem typical possible could expect war time bond Franta Carel show loyalty wartime comrade often describe book interview veterans subtitle not detract story actually serve underline problem Czech pilot RAF postwar storyline great reminder many suffer WW not end especially russian occupy country cinematography also good Wish could see big screen,0.30000000000000004,0.47222222222222215,Positive,1.0
one hope many time someone powerful Morgan Freeman take time assist someone need helpbr br come love people Rogers say never meet man do not like course meet Paz Vega what s not like smile melt diamond fantastic watch anything go freeman magic screenbr br two give we film funny start finish mexican supermarket Lorraine Bobby Packy tender charming plain funnybr br check,0.32357142857142857,0.6457142857142857,Positive,1.0
together even underrate Sun Shines Bright Wagon Master one Fords favorite film western exceptional beauty narrative purity well act member Fords stock company include Jane Darwell Alan Mowbray Ward Bondand Harry Carey JrLike almost Fords filmsit meditation freedom community also noteworthy much positive portrayal Indians Fords movie Ford fault remain supreme poet American Democracy,0.34898989898989896,0.5575757575757575,Positive,1.0
schoolboy watch film first time next day know pupil form watch fascinated film think situation form school whole Soviet Union later watch every time show tv want watch think comparison back Future SciFi film not appropriate Gostya iz budushchego unique many way watched never forget itbr br film full belief peaceful science achievement full belief beautiful future world not film also forecast many scientific invention achievement time show film year year creation year schoolboy Kolya Gerasimov travel time friend Alisa Seleznyova year many invention achievement predict film not realize yet Mielophone device read thought animal human expedition Venus Mars easy go picnic weekend create launch satellite homework pupil easy drive fly machine completely replace automobile biorobot historical identification kind material creature perform couple minute many other meanwhile nowadays become much realistic seem wait br br film also depict typical russian schoolboy schoolgirl naturally inventiveness curiosity humour dreaminess look example Fima Korolyov could find character nearly form every school Soviet Union similar character form Alisa Seleznyova well many classmate fall love first sight way later actress play Alisa become scientist think much influence film people watch TVbr br beautiful idea beautiful realization beautiful actor beautiful music beautiful song Prekrasnoye Daleko Wonderful FarAway beautiful beautiful beautifulbr br last thing want say different remake new version song film even film make later spread tv internet not even comparable original not even comment comment original request original enjoy,0.3245775058275058,0.5185168997668999,Positive,1.0
think much action end do not think romance adventure like tell put movie action place long like Reeve bit do not understand die think one girl go to die lucky no one else like do not die like see movie twice actually buy worth like good person book really really really cool actress actor everything perfect song name end someone answer question please please please,0.3148148148148148,0.4314814814814815,Positive,1.0
Denis Leary indeed funny clever time always likable take cake show show Learys geniusbr br Job set New York Leary play Mike McNeil hardnose detective marry occasional drug problem girlfriend McNeil serious attitude much he s dripping precinct fill funny interesting likable character besides McNeil excellent cast episode show really funny addictive one liner show everywhere you ll stitch hear still laugh minute case precinct deal something else stripper nun bathroom hostage situation top show good could grow leg last many season br br last Word great fantastic show miss show dearly episode show great get even bellylaughsa lot ABC make huge mistake give ax bad Leary not revive show cable tv still give show one high recommendation truly one kind show,0.30306526806526807,0.6122902097902098,Positive,1.0
guess attract film sound story lead actor give chance director Gregor Jordan Buffalo Soldiers Basically Ned Kelly Heath Ledger set police especially Superintendent Francis Hare Geoffrey Rush force go run form gang go clear family name that s really say story be not pay full attention honest also star Orlando Bloom Joseph Byrne Naomi Watts Julia Cook Laurence Kinlan Dan Kelly Philip Barantini Steve Hart Joel Edgerton Aaron Sherritt Kiri Paramore Constable Fitzpatrick Kerry Condon Kate Kelly Emily Browning Grace Kelly Rachel Griffiths Susan Scott Ledger make pretty good performance worth film eyecatche moment particularly gun battle towards end can not say enjoy do not look okay,0.3305555555555555,0.5388888888888889,Positive,0.0
never kiss real feel good film have not see yet rent go buy release love Drew Barrymore excellent play part well feel could relate film school day bad thought plot well write comedy romance type film love love end even though know what s go happen still leave sit edge seat wait anticipate,0.38571428571428573,0.6238095238095237,Positive,1.0
great movie Lansbury Tomlinson perfect song wonderful dance particular mention Portobello Ballet gorgeous animate section match animal become instant classic climax attack armature chill fascinating recommend see restore minute version least minute video Italy minute version although film present original release run minute possible watch also german videocassette generate minute run miss every refer World War II scene english people Nazi invader,0.3291666666666666,0.5583333333333335,Positive,1.0
I ve see various hamlet I ve teach play watch Jacobi I m tempt think he s every bit intelligent hamlet alive every nuance character wit deepen rather solve every puzzle regard Hamlets character illuminate line line word word shine light sparkling mind time however cringe horror Hamlet feel betrayalfar actorbecause Jacobi feel pain profoundly anyone else shudder hamlet betrayal Jacobi not afraid baseness Hamlet descend short Jacobi give we Hamlet full Hamlet full great character literature that s I m satisfied Jacobis Hamlet fine performance I ve see actor,0.34166666666666673,0.6708333333333334,Positive,1.0
